trade_date,symbol,pclose,close,pct_change
2016-10-13,HMARKINS,0.5,0.5,
2016-10-13,HONYFLOUR,1.29,1.3,0.78
2016-10-13,IKEJAHOTEL,1.86,1.86,
2016-10-13,INTBREW,19.99,19.99,
2016-10-13,INTENEGINS,0.5,0.5,
2016-10-13,JBERGER,40.0,40.0,
2016-10-13,LAWUNION,0.73,0.73,
2016-10-13,LEARNAFRCA,0.6,0.6,
2016-10-13,LIVESTOCK,0.86,0.88,2.33
2016-10-13,MANSARD,2.0,2.0,
2016-10-13,MAYBAKER,0.92,0.92,
2016-10-13,MOBIL,185.0,186.0,0.54
2016-10-13,MORISON,1.65,1.65,
2016-10-13,MRS,39.9,39.9,
2016-10-13,NAHCO,3.17,3.3,4.1
2016-10-13,NASCON,8.0,8.0,
2016-10-13,NB,147.98,149.2,0.82
2016-10-13,NEM,0.8,0.8,
2016-10-13,NESTLE,805.57,805.57,
2016-10-13,NIGERINS,0.5,0.5,
2016-10-13,OANDO,5.2,5.16,-0.77
2016-10-13,OKOMUOIL,40.11,40.11,
2016-10-13,PHARMDEKO,1.87,1.78,-4.81
2016-10-13,PREMBREW,2.95,2.95,
2016-10-13,PRESCO,40.25,40.25,
2016-10-13,PRESTIGE,0.5,0.5,
2016-10-13,PZ,18.64,18.0,-3.43
2016-10-13,REDSTAREX,4.03,4.03,
2016-10-13,ROYALEX,0.5,0.5,
2016-10-13,SCOA,3.96,3.96,
2016-10-13,SEPLAT,385.88,385.88,
2016-10-13,SKYEBANK,0.62,0.61,-1.61
2016-10-13,STACO,0.5,0.5,
2016-10-13,STANBIC,17.1,16.5,-3.51
2016-10-13,STERLNBANK,1.05,1.04,-0.95
2016-10-13,TANTALIZER,0.5,0.5,
2016-10-13,TOTAL,289.5,289.5,
2016-10-13,TRANSCORP,1.03,1.0,-2.91
2016-10-13,TRANSEXPR,1.05,1.05,
2016-10-13,UACN,20.8,20.8,
2016-10-13,UAC-PROP,3.58,3.41,-4.75
2016-10-13,UBA,4.31,4.25,-1.39
2016-10-13,UBN,4.99,4.99,
2016-10-13,UCAP,2.58,2.58,0.78
2016-10-13,UNILEVER,45.9,45.9,
2016-10-13,UNITYBNK,0.7,0.7,
2016-10-13,VITAFOAM,2.78,2.79,0.36
2016-10-13,WAPCO,46.81,45.6,-2.58
2016-10-13,WAPIC,0.52,0.5,-3.85
2016-10-13,WEMABANK,0.65,0.62,-4.62
2016-10-13,ZENITHBANK,15.1,15.06,-0.26
2016-10-13,LOTUSHAL15,9.0,-8.96,-0.44
2016-10-13,VETBANK,2.74,-2.7,-1.46
2016-10-13,VETGOODS,7.33,-7.36,0.41
2016-10-14,7UP,154.5,159.9,3.5
2016-10-14,ACCESS,5.6,5.65,0.89
2016-10-14,AFRIPRUD,2.68,2.68,
2016-10-14,AGLEVENT,0.93,0.93,
2016-10-14,AIICO,0.6,0.61,1.67
2016-10-14,AIRSERVICE,2.0,2.0,
2016-10-14,ASHAKACEM,15.03,15.03,
2016-10-14,BERGER,6.89,6.89,
2016-10-14,BETAGLAS,30.05,30.0,-0.17
2016-10-14,BOCGAS,3.52,3.52,
2016-10-14,CADBURY,16.49,15.67,-4.97
2016-10-14,CAP,33.25,33.25,
2016-10-14,CAVERTON,0.76,0.76,
2016-10-14,CCNN,5.5,5.5,
2016-10-14,CHAMPION,2.62,2.63,0.38
2016-10-14,CONOIL,35.9,35.9,
2016-10-14,CUSTODYINS,4.0,4.0,
2016-10-14,DAARCOMM,0.5,0.5,
2016-10-14,DANGCEM,183.0,183.0,
2016-10-14,DANGFLOUR,3.9,3.9,
2016-10-14,DANGSUGAR,6.5,6.5,
2016-10-14,DIAMONDBNK,1.19,1.2,0.84
2016-10-14,ENAMELWA,29.78,29.78,
2016-10-14,ETERNA,2.98,2.98,
2016-10-14,ETI,11.1,11.15,0.45
2016-10-14,EVANSMED,0.5,0.5,
2016-10-14,FBNH,2.99,3.02,1.0
2016-10-14,FCMB,1.09,1.11,1.83
2016-10-14,FIDELITYBK,0.86,0.9,4.65
2016-10-14,FIDSON,1.58,1.58,
2016-10-14,FLOURMILL,20.13,20.2,0.35
2016-10-14,FO,152.0,145.12,-4.53
2016-10-14,GLAXOSMITH,18.39,18.39,
2016-10-14,GUARANTY,22.86,23.5,2.8
2016-10-14,GUINNESS,80.06,83.0,3.67
2016-10-14,HMARKINS,0.5,0.5,
2016-10-14,HONYFLOUR,1.3,1.3,
2016-10-14,INTBREW,19.99,19.99,
2016-10-14,JAPAULOIL,0.5,0.5,
2016-10-14,JBERGER,40.0,40.0,
2016-10-14,LAWUNION,0.73,0.73,
2016-10-14,LEARNAFRCA,0.6,0.6,
2016-10-14,LIVESTOCK,0.88,0.89,1.14
2016-10-14,MANSARD,2.0,2.0,
2016-10-14,MAYBAKER,0.92,0.9,-2.17
2016-10-14,MOBIL,186.0,186.0,
2016-10-14,MRS,39.9,40.0,0.25
2016-10-14,NAHCO,3.3,3.3,
2016-10-14,NASCON,8.0,8.0,
2016-10-14,NB,149.2,148.7,-0.34
2016-10-14,NEIMETH,0.82,0.82,
2016-10-14,NEM,0.8,0.8,
2016-10-14,NESTLE,805.57,805.57,
2016-10-14,NPFMCRFBK,1.0,1.04,4.0
2016-10-14,OANDO,5.16,5.31,2.91
2016-10-14,OKOMUOIL,40.11,40.11,
2016-10-14,PHARMDEKO,1.78,1.7,-4.49
2016-10-14,PRESCO,40.25,40.25,
2016-10-14,PZ,18.0,18.0,
2016-10-14,REDSTAREX,4.03,4.0,-0.74
2016-10-14,SCOA,3.96,3.77,-4.8
2016-10-14,SKYEBANK,0.61,0.62,1.64
2016-10-14,STANBIC,16.5,16.5,
2016-10-14,STERLNBANK,1.04,1.03,-0.96
2016-10-14,TOTAL,289.5,289.5,
2016-10-14,TOURIST,3.51,3.51,
2016-10-14,TRANSCOHOT,5.28,5.28,
2016-10-14,TRANSCORP,1.0,1.02,2.0
2016-10-14,TRANSEXPR,1.05,1.12,6.67
2016-10-14,UACN,20.8,20.4,-1.92
2016-10-14,UAC-PROP,3.41,3.41,
2016-10-14,UBA,4.25,4.25,0.47
2016-10-14,UBN,4.99,4.99,
2016-10-14,UCAP,2.58,2.6,0.78
2016-10-14,UNILEVER,45.9,45.9,
2016-10-14,UNIONDAC,0.5,0.5,
2016-10-14,UNITYBNK,0.7,0.7,-4.29
2016-10-14,UNIVINSURE,0.5,0.5,
2016-10-14,UTC,0.5,0.5,
2016-10-14,VITAFOAM,2.79,2.77,-0.72
2016-10-14,WAPCO,45.6,42.5,-6.8
2016-10-14,WAPIC,0.5,0.5,
2016-10-14,WEMABANK,0.62,0.62,
2016-10-14,ZENITHBANK,15.06,15.0,-0.4
2016-10-14,LOTUSHAL15,8.96,-8.92,-0.45
2016-10-14,VETBANK,2.7,-2.71,0.37
2016-10-14,VETGOODS,7.36,-7.41,0.68
2016-10-17,7UP,159.9,159.9,
2016-10-17,ACCESS,5.65,5.6,-0.88
2016-10-17,AFRIPRUD,2.68,2.72,1.49
2016-10-17,AIICO,0.61,0.6,-1.64
2016-10-17,ASHAKACEM,15.03,15.03,
2016-10-17,BERGER,6.89,6.89,
2016-10-17,BOCGAS,3.52,3.52,
2016-10-17,CADBURY,15.67,14.89,-4.98
2016-10-17,CAP,33.25,33.25,
2016-10-17,CAVERTON,0.76,0.76,
2016-10-17,CCNN,5.5,5.5,
2016-10-17,CHAMPION,2.63,2.63,
2016-10-17,CONOIL,35.9,35.9,
2016-10-17,CONTINSURE,1.0,1.0,
2016-10-17,CORNERST,0.5,0.5,
2016-10-17,COSTAIN,0.5,0.5,
2016-10-17,CUSTODYINS,4.0,4.0,
2016-10-17,DANGCEM,183.0,183.0,
2016-10-17,DANGFLOUR,3.9,3.87,-0.77
2016-10-17,DANGSUGAR,6.5,6.5,
2016-10-17,DIAMONDBNK,1.2,1.2,0.83
2016-10-17,ELLAHLAKES,4.26,4.26,
2016-10-17,ETERNA,2.98,2.98,
2016-10-17,ETI,11.15,10.81,-3.05
2016-10-17,ETRANZACT,5.14,4.89,-4.86
2016-10-17,FBNH,3.02,2.95,-2.32
2016-10-17,FCMB,1.11,1.14,2.7
2016-10-17,FIDELITYBK,0.9,0.88,-2.22
2016-10-17,FIDSON,1.58,1.59,0.63
2016-10-17,FLOURMILL,20.2,20.2,
2016-10-17,FO,145.12,137.87,-5.0
2016-10-17,FTNCOCOA,0.5,0.5,
2016-10-17,GLAXOSMITH,18.39,17.48,-4.95
2016-10-17,GUARANTY,23.5,23.5,0.04
2016-10-17,GUINNESS,82.5,82.29,-0.25
2016-10-17,HONYFLOUR,1.3,1.24,-4.62
2016-10-17,IKEJAHOTEL,1.86,1.86,
2016-10-17,INTBREW,19.99,19.99,
2016-10-17,JAPAULOIL,0.5,0.5,
2016-10-17,JBERGER,40.0,40.0,
2016-10-17,LAWUNION,0.73,0.7,-4.11
2016-10-17,LEARNAFRCA,0.6,0.6,
2016-10-17,LINKASSURE,0.5,0.5,
2016-10-17,LIVESTOCK,0.89,0.85,-4.49
2016-10-17,MANSARD,2.0,2.0,
2016-10-17,MAYBAKER,0.9,0.9,
2016-10-17,MOBIL,186.0,186.0,
2016-10-17,MRS,40.0,40.0,
2016-10-17,NAHCO,3.3,3.05,-7.58
2016-10-17,NASCON,8.0,8.01,0.13
2016-10-17,NB,148.7,144.05,-3.13
2016-10-17,NEIMETH,0.82,0.82,
2016-10-17,NEM,0.8,0.8,
2016-10-17,NESF,552.2,552.2,
2016-10-17,NESTLE,805.57,805.57,
2016-10-17,NIGERINS,0.5,0.5,
2016-10-17,NNFM,6.01,6.01,
2016-10-17,NPFMCRFBK,1.04,1.04,
2016-10-17,OANDO,5.31,5.14,-3.2
2016-10-17,OKOMUOIL,40.11,40.11,
2016-10-17,PHARMDEKO,1.7,1.62,-4.71
2016-10-17,PREMBREW,2.95,2.95,
2016-10-17,PRESCO,40.25,40.25,
2016-10-17,PZ,18.0,18.0,
2016-10-17,REDSTAREX,4.0,4.0,
2016-10-17,RESORTSAL,0.5,0.5,
2016-10-17,ROADS,6.6,6.6,
2016-10-17,RTBRISCOE,0.5,0.5,
2016-10-17,SEPLAT,385.88,380.0,-1.52
2016-10-17,SKYEBANK,0.62,0.63,1.61
2016-10-17,SKYESHELT,100.0,100.0,
2016-10-17,STACO,0.5,0.5,
2016-10-17,STANBIC,16.5,16.5,
2016-10-17,STDINSURE,0.5,0.5,
2016-10-17,STERLNBANK,1.03,1.03,
2016-10-17,TANTALIZER,0.5,0.5,
2016-10-17,TOTAL,289.5,289.5,
2016-10-17,TOURIST,3.51,3.51,
2016-10-17,TRANSCOHOT,5.28,5.28,
2016-10-17,TRANSCORP,1.02,1.02,-0.98
2016-10-17,TRIPPLEG,1.43,1.43,
2016-10-17,UACN,20.4,20.4,
2016-10-17,UAC-PROP,3.41,3.41,
2016-10-17,UBA,4.25,4.21,-0.94
2016-10-17,UBN,4.99,4.99,
2016-10-17,UCAP,2.6,2.6,-0.38
2016-10-17,UNHOMES,3.02,3.02,
2016-10-17,UNIC,0.5,0.5,
2016-10-17,UNILEVER,45.9,45.9,
2016-10-17,UNIONDAC,0.5,0.5,
2016-10-17,UNITYBNK,0.7,0.68,-2.86
2016-10-17,UTC,0.5,0.5,
2016-10-17,VITAFOAM,2.77,2.65,-4.33
2016-10-17,WAPCO,42.5,42.37,-0.31
2016-10-17,WAPIC,0.5,0.52,4.0
2016-10-17,WEMABANK,0.62,0.66,6.45
2016-10-17,ZENITHBANK,15.0,14.7,-2.0
2016-10-17,VETBANK,2.71,-2.7,-0.37
2016-10-17,VETGOODS,7.41,-7.33,-1.08
2016-10-18,7UP,159.9,159.9,
2016-10-18,ACADEMY,0.51,0.51,
2016-10-18,ACCESS,5.6,5.52,-1.43
2016-10-18,AFRIPRUD,2.72,2.72,
2016-10-18,AGLEVENT,0.93,0.85,-8.6
2016-10-18,AIICO,0.6,0.59,-1.67
2016-10-18,AIRSERVICE,2.0,2.0,
2016-10-18,ASHAKACEM,15.03,15.03,
2016-10-18,BERGER,6.89,6.89,
2016-10-18,BETAGLAS,30.0,31.0,3.33
2016-10-18,CADBURY,14.89,14.15,-4.97
2016-10-18,CAP,33.25,33.25,
2016-10-18,CAVERTON,0.76,0.76,
2016-10-18,CCNN,5.5,5.5,
2016-10-18,CHAMPION,2.63,2.63,
2016-10-18,CONOIL,35.9,35.9,
2016-10-18,CONTINSURE,1.0,1.0,
2016-10-18,COSTAIN,0.5,0.5,
2016-10-18,CUSTODYINS,4.0,4.0,
2016-10-18,DANGCEM,183.0,183.0,
2016-10-18,DANGFLOUR,3.87,3.83,-1.03
2016-10-18,DANGSUGAR,6.5,6.5,
2016-10-18,DIAMONDBNK,1.2,1.14,-5.0
2016-10-18,DNMEYER,0.91,0.91,
2016-10-18,ETERNA,2.98,2.95,-1.01
2016-10-18,ETI,10.81,10.53,-2.59
2016-10-18,ETRANZACT,4.89,4.65,-4.91
2016-10-18,EVANSMED,0.5,0.5,
2016-10-18,FBNH,2.95,3.01,2.03
2016-10-18,FCMB,1.14,1.12,-1.75
2016-10-18,FIDELITYBK,0.88,0.85,-3.41
2016-10-18,FIDSON,1.59,1.59,
2016-10-18,FLOURMILL,20.2,19.77,-2.13
2016-10-18,FO,137.87,137.87,
2016-10-18,GLAXOSMITH,17.48,16.61,-4.98
2016-10-18,GUARANTY,23.5,23.35,-0.64
2016-10-18,GUINNESS,82.29,79.11,-3.86
2016-10-18,HONYFLOUR,1.24,1.26,1.61
2016-10-18,IKEJAHOTEL,1.86,1.85,-0.54
2016-10-18,INTBREW,19.99,19.99,
2016-10-18,JAPAULOIL,0.5,0.5,
2016-10-18,JBERGER,40.0,40.0,
2016-10-18,LASACO,0.5,0.5,
2016-10-18,LEARNAFRCA,0.6,0.6,
2016-10-18,LIVESTOCK,0.85,0.88,3.53
2016-10-18,MANSARD,2.0,2.0,
2016-10-18,MAYBAKER,0.9,0.9,
2016-10-18,MBENEFIT,0.5,0.5,
2016-10-18,MCNICHOLS,1.29,1.29,
2016-10-18,MOBIL,186.0,186.0,
2016-10-18,MRS,40.0,40.0,
2016-10-18,NAHCO,3.05,3.05,
2016-10-18,NASCON,8.01,8.0,-0.12
2016-10-18,NB,144.05,145.0,0.66
2016-10-18,NEIMETH,0.82,0.86,4.88
2016-10-18,NEM,0.8,0.8,
2016-10-18,NESTLE,805.57,800.0,-0.69
2016-10-18,NNFM,6.01,6.01,
2016-10-18,NPFMCRFBK,1.04,1.04,
2016-10-18,OANDO,5.14,5.1,-0.78
2016-10-18,OKOMUOIL,40.11,40.5,0.97
2016-10-18,PREMBREW,2.95,2.95,
2016-10-18,PRESCO,40.25,40.25,
2016-10-18,PZ,18.0,18.4,2.22
2016-10-18,REDSTAREX,4.0,4.0,
2016-10-18,SCOA,3.77,3.77,
2016-10-18,SEPLAT,380.0,361.0,-5.0
2016-10-18,SKYEBANK,0.63,0.64,1.59
2016-10-18,SOVRENINS,0.5,0.5,
2016-10-18,STANBIC,16.5,16.5,
2016-10-18,STERLNBANK,1.03,1.03,
2016-10-18,TOTAL,289.5,303.97,5.0
2016-10-18,TRANSCOHOT,5.28,5.28,
2016-10-18,TRANSCORP,1.02,1.0,-1.96
2016-10-18,TRANSEXPR,1.12,1.12,
2016-10-18,UACN,20.4,19.4,-4.9
2016-10-18,UAC-PROP,3.41,3.41,
2016-10-18,UBA,4.21,4.22,0.24
2016-10-18,UBN,4.99,4.75,-4.81
2016-10-18,UCAP,2.6,2.59,-0.38
2016-10-18,UNILEVER,45.9,45.9,
2016-10-18,UNITYBNK,0.68,0.68,
2016-10-18,UPL,4.58,4.58,
2016-10-18,VITAFOAM,2.65,2.55,-3.77
2016-10-18,WAPCO,42.37,42.7,0.78
2016-10-18,WAPIC,0.52,0.5,-3.85
2016-10-18,WEMABANK,0.66,0.63,-4.55
2016-10-18,ZENITHBANK,14.7,14.75,0.34
2016-10-18,LOTUSHAL15,8.91,-8.89,-0.22
2016-10-18,VETBANK,2.7,-2.68,-0.74
2016-10-18,VETGOODS,7.33,-7.29,-0.55
2016-10-19,7UP,159.9,159.9,
2016-10-19,ACCESS,5.52,5.55,0.54
2016-10-19,AFRIPRUD,2.72,2.69,-1.1
2016-10-19,AGLEVENT,0.85,0.81,-4.71
2016-10-19,AIICO,0.59,0.59,
2016-10-19,ASHAKACEM,15.03,13.57,-9.71
2016-10-19,BERGER,6.89,6.89,
2016-10-19,BETAGLAS,31.0,31.0,
2016-10-19,CADBURY,14.15,13.82,-2.33
2016-10-19,CAP,33.25,33.75,1.5
2016-10-19,CAVERTON,0.76,0.79,3.95
2016-10-19,CCNN,5.5,5.5,
2016-10-19,CHAMPION,2.63,2.63,
2016-10-19,CONOIL,35.9,35.9,
2016-10-19,CONTINSURE,1.0,1.0,
2016-10-19,CUSTODYINS,4.0,3.8,-5.0
2016-10-19,DANGCEM,183.0,183.0,
2016-10-19,DANGFLOUR,3.83,3.83,
2016-10-19,DANGSUGAR,6.5,6.4,-1.54
2016-10-19,DIAMONDBNK,1.14,1.15,0.88
2016-10-19,DNMEYER,0.91,0.91,
2016-10-19,ENAMELWA,29.78,29.78,
2016-10-19,EQUITYASUR,0.5,0.5,
2016-10-19,ETERNA,2.95,2.95,
2016-10-19,ETI,10.53,10.53,
2016-10-19,FBNH,3.01,3.0,-0.33
2016-10-19,FCMB,1.12,1.09,-2.68
2016-10-19,FIDELITYBK,0.85,0.84,-1.18
2016-10-19,FIDSON,1.59,1.59,
2016-10-19,FLOURMILL,19.77,20.0,1.16
2016-10-19,FO,137.87,127.3,-7.67
2016-10-19,GLAXOSMITH,16.61,15.78,-5.0
2016-10-19,GUARANTY,23.35,23.3,-0.21
2016-10-19,GUINNESS,79.11,78.91,-0.25
2016-10-19,HONYFLOUR,1.26,1.26,
2016-10-19,IKEJAHOTEL,1.85,1.85,
2016-10-19,INTBREW,19.99,19.0,-4.95
2016-10-19,JAPAULOIL,0.5,0.5,
2016-10-19,JBERGER,40.0,40.0,
2016-10-19,LEARNAFRCA,0.6,0.6,
2016-10-19,LIVESTOCK,0.88,0.88,1.14
2016-10-19,MANSARD,2.0,1.95,-2.5
2016-10-19,MAYBAKER,0.9,0.9,
2016-10-19,MOBIL,186.0,186.0,
2016-10-19,MRS,40.0,40.0,
2016-10-19,NAHCO,3.05,3.05,4.92
2016-10-19,NASCON,8.0,8.0,
2016-10-19,NB,145.0,145.0,-0.07
2016-10-19,NCR,8.99,8.99,
2016-10-19,NEM,0.8,0.8,
2016-10-19,NESTLE,800.0,800.0,
2016-10-19,NNFM,6.01,6.01,
2016-10-19,NPFMCRFBK,1.04,1.04,
2016-10-19,OANDO,5.1,5.03,-1.37
2016-10-19,OKOMUOIL,40.5,40.0,-1.23
2016-10-19,PAINTCOM,0.84,0.84,
2016-10-19,PHARMDEKO,1.62,1.62,
2016-10-19,PREMPAINTS,10.39,10.39,
2016-10-19,PRESCO,40.25,40.25,
2016-10-19,PZ,18.4,18.4,
2016-10-19,REDSTAREX,4.0,4.0,
2016-10-19,ROYALEX,0.5,0.5,
2016-10-19,SCOA,3.77,3.77,
2016-10-19,SEPLAT,361.0,361.0,
2016-10-19,SKYEBANK,0.64,0.65,1.56
2016-10-19,STANBIC,16.5,17.0,3.03
2016-10-19,STERLNBANK,1.03,1.03,
2016-10-19,TOTAL,303.97,290.0,-4.6
2016-10-19,TRANSCOHOT,5.28,5.28,
2016-10-19,TRANSCORP,1.0,1.0,-1.0
2016-10-19,UACN,19.4,19.4,
2016-10-19,UAC-PROP,3.41,3.41,
2016-10-19,UBA,4.22,4.25,0.71
2016-10-19,UBN,4.75,4.75,
2016-10-19,UCAP,2.59,2.61,0.77
2016-10-19,UNHOMES,3.02,3.02,
2016-10-19,UNILEVER,45.9,45.9,
2016-10-19,UNITYBNK,0.68,0.68,
2016-10-19,VITAFOAM,2.55,2.58,1.18
2016-10-19,WAPCO,42.7,43.0,0.7
2016-10-19,WAPIC,0.5,0.51,2.0
2016-10-19,WEMABANK,0.63,0.61,-3.17
2016-10-19,ZENITHBANK,14.75,14.69,-0.41
2016-10-19,LOTUSHAL15,8.89,-8.87,-0.22
2016-10-19,VETBANK,2.68,-2.67,-0.37
2016-10-19,VETGOODS,7.29,-7.28,-0.14
2016-10-20,7UP,159.9,159.9,
2016-10-20,ACCESS,5.55,5.63,1.44
2016-10-20,AFRIPRUD,2.69,2.56,-4.83
2016-10-20,AGLEVENT,0.81,0.81,
2016-10-20,AIICO,0.59,0.61,3.39
2016-10-20,AIRSERVICE,2.0,2.0,
2016-10-20,ASHAKACEM,13.57,13.57,
2016-10-20,BERGER,6.89,6.89,
2016-10-20,BETAGLAS,31.0,31.0,
2016-10-20,CADBURY,13.82,13.82,
2016-10-20,CAP,33.75,33.75,
2016-10-20,CAVERTON,0.79,0.82,3.8
2016-10-20,CCNN,5.5,5.5,
2016-10-20,CHAMPION,2.63,2.63,
2016-10-20,CONOIL,35.9,35.9,
2016-10-20,CONTINSURE,1.0,1.0,
2016-10-20,COSTAIN,0.5,0.5,
2016-10-20,CUSTODYINS,3.8,3.71,-2.37
2016-10-20,CUTIX,1.89,1.89,
2016-10-20,CWG,2.67,2.67,
2016-10-20,DAARCOMM,0.5,0.5,
2016-10-20,DANGCEM,183.0,183.0,
2016-10-20,DANGFLOUR,3.83,3.83,
2016-10-20,DANGSUGAR,6.4,6.26,-2.19
2016-10-20,DEAPCAP,0.5,0.5,
2016-10-20,DIAMONDBNK,1.15,1.15,-2.61
2016-10-20,DNMEYER,0.91,0.91,
2016-10-20,ENAMELWA,29.78,29.78,
2016-10-20,ETERNA,2.95,2.95,
2016-10-20,ETI,10.53,10.13,-3.8
2016-10-20,EVANSMED,0.5,0.5,
2016-10-20,FBNH,3.0,3.01,0.33
2016-10-20,FCMB,1.09,1.13,3.67
2016-10-20,FIDELITYBK,0.84,0.85,1.19
2016-10-20,FIDSON,1.59,1.52,-4.4
2016-10-20,FLOURMILL,20.0,20.0,
2016-10-20,FO,127.3,127.3,
2016-10-20,GLAXOSMITH,15.78,15.78,
2016-10-20,GNI,0.5,0.5,
2016-10-20,GUARANTY,23.3,24.49,5.11
2016-10-20,GUINNESS,78.91,80.0,1.38
2016-10-20,HMARKINS,0.5,0.5,
2016-10-20,HONYFLOUR,1.26,1.26,
2016-10-20,IKEJAHOTEL,1.85,1.85,
2016-10-20,INTBREW,19.0,19.95,5.0
2016-10-20,JAPAULOIL,0.5,0.5,
2016-10-20,JBERGER,40.0,40.0,
2016-10-20,LEARNAFRCA,0.6,0.6,
2016-10-20,LIVESTOCK,0.88,0.84,-4.55
2016-10-20,MANSARD,1.95,1.93,-1.03
2016-10-20,MAYBAKER,0.9,0.9,
2016-10-20,MOBIL,186.0,187.0,0.54
2016-10-20,MRS,40.0,40.0,
2016-10-20,NAHCO,3.05,2.92,-4.26
2016-10-20,NASCON,8.0,8.0,
2016-10-20,NB,145.0,145.0,
2016-10-20,NEIMETH,0.86,0.82,-4.65
2016-10-20,NEM,0.8,0.84,5.0
2016-10-20,NESTLE,800.0,800.0,
2016-10-20,NPFMCRFBK,1.04,1.0,-3.85
2016-10-20,OANDO,5.03,5.1,1.39
2016-10-20,OKOMUOIL,40.0,40.0,
2016-10-20,PHARMDEKO,1.62,1.62,
2016-10-20,PRESCO,40.25,40.25,
2016-10-20,PZ,18.4,18.4,
2016-10-20,REDSTAREX,4.0,4.0,
2016-10-20,RTBRISCOE,0.5,0.5,
2016-10-20,SCOA,3.77,3.77,
2016-10-20,SEPLAT,361.0,368.0,1.94
2016-10-20,SKYEBANK,0.65,0.64,-1.54
2016-10-20,STANBIC,17.0,17.0,
2016-10-20,STERLNBANK,1.03,1.03,
2016-10-20,TOTAL,290.0,290.0,
2016-10-20,TRANSCORP,1.0,0.99,-1.0
2016-10-20,TRANSEXPR,1.12,1.12,
2016-10-20,TRIPPLEG,1.43,1.36,-4.9
2016-10-20,UACN,19.4,19.4,
2016-10-20,UAC-PROP,3.41,3.41,
2016-10-20,UBA,4.25,4.29,0.94
2016-10-20,UBN,4.75,4.75,
2016-10-20,UCAP,2.61,2.6,-0.38
2016-10-20,UNILEVER,45.9,45.9,
2016-10-20,UNIONDICON,16.49,16.49,
2016-10-20,UNITYBNK,0.68,0.68,
2016-10-20,UPL,4.58,4.58,
2016-10-20,VITAFOAM,2.58,2.58,
2016-10-20,WAPCO,43.0,43.01,0.02
2016-10-20,WAPIC,0.51,0.51,
2016-10-20,WEMABANK,0.61,0.61,
2016-10-20,ZENITHBANK,14.69,14.75,0.41
2016-10-20,LOTUSHAL15,8.87,-8.89,0.23
2016-10-20,VETBANK,2.67,-2.72,1.87
2016-10-21,7UP,159.9,159.9,
2016-10-21,ACADEMY,0.51,0.51,
2016-10-21,ACCESS,5.63,5.65,0.36
2016-10-21,AFRIPRUD,2.56,2.6,1.56
2016-10-21,AIICO,0.61,0.61,
2016-10-21,AIRSERVICE,2.0,2.0,
2016-10-21,ASHAKACEM,13.57,13.57,
2016-10-21,AVONCROWN,1.32,1.32,
2016-10-21,BERGER,6.89,6.89,
2016-10-21,BETAGLAS,31.0,31.0,
2016-10-21,CADBURY,13.82,13.13,-4.99
2016-10-21,CAP,33.75,33.75,
2016-10-21,CAVERTON,0.82,0.86,4.88
2016-10-21,CCNN,5.5,5.5,
2016-10-21,CHAMPION,2.63,2.63,-4.94
2016-10-21,CONOIL,35.9,35.9,
2016-10-21,CONTINSURE,1.0,1.0,
2016-10-21,CORNERST,0.5,0.5,
2016-10-21,CUSTODYINS,3.71,3.71,
2016-10-21,DANGCEM,183.0,183.0,
2016-10-21,DANGFLOUR,3.83,3.75,-2.09
2016-10-21,DANGSUGAR,6.26,6.2,-0.96
2016-10-21,DIAMONDBNK,1.15,1.16,0.87
2016-10-21,DUNLOP,0.5,0.5,
2016-10-21,ETERNA,2.95,2.95,
2016-10-21,ETI,10.13,10.13,
2016-10-21,ETRANZACT,4.65,4.65,
2016-10-21,EVANSMED,0.5,0.5,
2016-10-21,FBNH,3.01,2.99,-0.66
2016-10-21,FCMB,1.13,1.11,-1.77
2016-10-21,FIDELITYBK,0.85,0.87,2.35
2016-10-21,FIDSON,1.52,1.52,
2016-10-21,FLOURMILL,20.0,20.0,
2016-10-21,FO,127.3,127.3,
2016-10-21,GLAXOSMITH,15.78,15.78,
2016-10-21,GUARANTY,24.49,24.28,-0.86
2016-10-21,GUINNESS,80.0,80.0,
2016-10-21,HMARKINS,0.5,0.5,
2016-10-21,HONYFLOUR,1.26,1.3,3.17
2016-10-21,INTBREW,19.95,19.95,
2016-10-21,JAPAULOIL,0.5,0.5,
2016-10-21,JBERGER,40.0,40.0,
2016-10-21,JOHNHOLT,0.66,0.66,
2016-10-21,LEARNAFRCA,0.6,0.61,1.67
2016-10-21,LENNARDS,3.0,3.0,
2016-10-21,LIVESTOCK,0.84,0.82,-2.38
2016-10-21,MANSARD,1.93,1.93,
2016-10-21,MAYBAKER,0.9,0.9,
2016-10-21,MOBIL,187.0,190.0,1.6
2016-10-21,MRS,40.0,40.0,
2016-10-21,NAHCO,2.92,2.92,
2016-10-21,NASCON,8.0,8.0,
2016-10-21,NB,145.0,145.0,
2016-10-21,NEIMETH,0.82,0.86,4.88
2016-10-21,NEM,0.84,0.84,
2016-10-21,NESTLE,800.0,800.0,
2016-10-21,NIGERINS,0.5,0.5,
2016-10-21,NPFMCRFBK,1.0,1.05,5.0
2016-10-21,OANDO,5.1,5.2,1.96
2016-10-21,OKOMUOIL,40.0,40.0,
2016-10-21,PHARMDEKO,1.62,1.62,
2016-10-21,PORTPAINT,1.52,1.52,
2016-10-21,PRESCO,40.25,40.25,
2016-10-21,PZ,18.4,17.48,-5.0
2016-10-21,REDSTAREX,4.0,4.0,
